Longitude,Latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,set
-122.32,38.12,0.215686275,0.586248229,0.516164994,0.818656093,0.562767912,0.538762258,1.506,1
-122.32,38.29,0.392156863,0.174893756,0.197324415,0.172996661,0.214329455,0.207482993,1.779,1
-122.32,38.32,0.418300654,0.2945407,0.267001115,0.28679744,0.288222086,0.49284021,1.927666667,1
-122.32,38.33,0.31372549,0.092513893,0.064659978,0.076168614,0.074096754,0.506648114,2.093,1
-122.31,37.58,0.843137255,0.216628528,0.245261984,0.23706177,0.258420086,0.3831721,2.583,1
-122.31,37.6,0.647058824,0.351204097,0.403567447,0.407554257,0.400489896,0.351311953,2.73,1
-122.31,37.91,0.754901961,0.29563038,0.331800446,0.267633556,0.355633803,0.310423845,1.85525,1
-122.31,37.92,0.583333333,0.170725727,0.204988852,0.15812813,0.207440294,0.310006957,2.0285,1
-122.31,37.93,0.705882353,0.233482256,0.191192865,0.171814135,0.20534803,0.456179875,2.672666667,1
-122.31,37.94,0.725490196,0.215865751,0.208472687,0.18207429,0.218922229,0.399234694,1.928,1
-122.31,37.99,0.470588235,0.708946279,0.632664437,0.679048414,0.660747091,0.412459139,1.578,1
-122.31,38,0.519607843,0.372616323,0.326365663,0.353192821,0.350581751,0.439222767,1.8095,1
-122.31,38.01,0.333333333,0.449057426,0.48606466,0.394407346,0.471524801,0.306564184,1.95,1
-122.31,38.27,0.647058824,0.190258254,0.157190635,0.162353923,0.184323331,0.426119799,1.944,1
-122.31,38.3,0.666666667,0.376048818,0.388795987,0.356844741,0.40691978,0.359136187,1.5665,1
-122.31,38.31,0.607843137,0.280592786,0.254180602,0.243530885,0.272504593,0.373233059,1.755,1
-122.31,38.32,0.647058824,0.351748938,0.328595318,0.344219533,0.356399265,0.330732618,1.498,1
-122.31,38.33,0.441176471,0.221913479,0.189241918,0.208368114,0.21524801,0.365403304,1.79,1
-122.31,38.34,0.352941176,0.456031383,0.380156076,0.380217028,0.369259032,0.444981889,2.104,1
-122.3,37.57,0.68627451,0.238367658,0.218506132,0.244991653,0.235456216,0.48728355,2.735,1
-122.3,37.77,0.803921569,0.221858995,0.204013378,0.424040067,0.216166565,0.23685838,2,1
-122.3,37.81,0.968627451,0.110689768,0.120512821,0.106594324,0.108144519,0.112845658,0.7948,1
-122.3,37.86,0.960784314,0.054157132,0.0696767,0.05884808,0.077158604,0.248487057,1.406,1
-122.3,37.87,0.588235294,0.197341179,0.240523969,0.199603506,0.23882425,0.187268089,1.474,1
-122.3,37.88,0.91503268,0.090915695,0.113898179,0.12493044,0.119208002,0.168315811,1.570333333,1
-122.3,37.89,0.85620915,0.13944281,0.180602007,0.134808013,0.187793427,0.309663692,2.130666667,1
-122.3,37.9,0.620915033,0.261269115,0.318190264,0.235461881,0.332720963,0.296115308,2.041166667,1
-122.3,37.91,0.754901961,0.302277433,0.329431438,0.256051753,0.350275566,0.307911476,2.0475,1
-122.3,37.92,0.617647059,0.302604337,0.24303233,0.232053422,0.274035517,0.505140693,2.803,1
-122.3,37.93,0.647058824,0.245396099,0.197881828,0.148163606,0.186160441,0.441746179,3.04,1
-122.3,37.97,0.62745098,0.31560786,0.310479376,0.27017251,0.307001429,0.333138234,1.661333333,1
-122.3,37.98,0.470588235,0.414623515,0.448160535,0.378964942,0.483772198,0.348076243,1.643,1
-122.3,38,0.647058824,0.186335404,0.175585284,0.19845576,0.207593386,0.435053892,1.62,1
-122.3,38.25,0.333333333,0.386400785,0.489409142,0.30696995,0.4268218,0.355475307,1.634,1
-122.3,38.27,0.058823529,0.114307508,0.14548495,0.093906511,0.150642988,0.346651648,1.302,1
-122.3,38.28,0.588235294,0.177726926,0.175027871,0.195951586,0.182486222,0.320015019,1.587,1
-122.3,38.29,0.632352941,0.204287894,0.229654404,0.212698247,0.237905695,0.252056829,1.47975,1
-122.3,38.3,0.745098039,0.215030329,0.237643999,0.20040345,0.245152072,0.266918456,1.496666667,1
-122.3,38.31,0.647058824,0.19559769,0.219063545,0.241444073,0.248009798,0.326342875,1.375,1
-122.3,38.32,0.37254902,0.224583197,0.269788183,0.217028381,0.280465401,0.221265129,1.532,1
-122.3,38.33,0.274509804,0.516399695,0.531772575,0.425292154,0.52296387,0.407092058,1.836,1
-122.29,37.56,0.516339869,0.325669246,0.349684132,0.263772955,0.370279649,0.542082634,3.115333333,1
-122.29,37.76,0.333333333,0.312847336,0.42419175,0.258347245,0.404776485,0.515758901,2.654,1
-122.29,37.78,0.803921569,0.135011442,0.171125975,0.170283806,0.182486222,0.159333863,1.022,1
-122.29,37.8,1,0.111692274,0.134894091,0.101627713,0.088793631,0.232960067,0.813,1
-122.29,37.81,0.730392157,0.118284843,0.140050167,0.131886477,0.133037355,0.081694772,0.981875,1
-122.29,37.82,0.480392157,0.015745886,0.018952062,0.017737896,0.023270055,0.424120947,0.675,1
-122.29,37.83,1,0.121935273,0.116499443,0.114565943,0.113288426,0.319484937,0.757,1
-122.29,37.84,0.666666667,0.203770295,0.232441472,0.211185309,0.252296387,0.188919074,1.325,1
-122.29,37.85,1,0.051759834,0.065217391,0.044449082,0.063686467,0.228410195,1.2,1
-122.29,37.86,0.980392157,0.225890814,0.280657748,0.225271285,0.285058175,0.162508835,1.537,1
-122.29,37.87,0.937254902,0.190585159,0.252285396,0.200709516,0.26625842,0.258909798,1.7182,1
-122.29,37.88,0.952941176,0.202026806,0.223188406,0.171828047,0.230863442,0.32936876,2.0714,1
-122.29,37.89,1,0.225273328,0.226031215,0.186039232,0.23821188,0.408292105,2.4295,1
-122.29,37.9,0.980392157,0.201155062,0.184875511,0.159015025,0.205143907,0.427017993,2.608666667,1
-122.29,37.91,0.790849673,0.245359776,0.203084355,0.169309961,0.217391304,0.48806947,2.663,1
-122.29,37.92,0.653594771,0.136682285,0.102378298,0.096688926,0.110838947,0.624293224,3.335333333,1
-122.29,37.94,0.37254902,0.825542116,0.793756968,0.757929883,0.832823025,0.434976588,1.9,1
-122.29,37.97,0.37254902,0.37310668,0.351170569,0.314482471,0.353949786,0.440763318,2.274,1
-122.29,37.98,0.509803922,0.232210962,0.192307692,0.176335559,0.213104715,0.508514445,2.098,1
-122.29,38,0.294117647,0.543096873,0.601449275,0.584307179,0.62094305,0.389290132,1.732,1
-122.29,38.19,0.235294118,0.769641495,0.700668896,0.805300501,0.746478873,0.46904541,1.486,1
-122.29,38.28,0.725490196,0.251280375,0.235785953,0.264398998,0.247397428,0.343272374,1.342,1
-122.29,38.29,1,0.350332353,0.412486065,0.34745409,0.409675444,0.214230497,1.631,1
-122.29,38.3,1,0.083251607,0.104050539,0.085976628,0.108593591,0.110717231,1.642333333,1
-122.29,38.31,0.666666667,0.435763321,0.489130435,0.457116027,0.525719535,0.221132609,1.5135,1
-122.29,38.32,0.431372549,0.469652392,0.552396878,0.482470785,0.57072872,0.250331301,1.532,1
-122.28,37.55,0.31372549,0.457339,0.349498328,0.420492487,0.384568279,0.620958124,3.757,1
-122.28,37.75,0.37254902,0.125749155,0.202341137,0.120617696,0.198407838,0.297873045,1,1
-122.28,37.77,0.754901961,0.297537322,0.399108138,0.288084307,0.400796081,0.315785405,2.318,1
-122.28,37.78,0.960784314,0.161817587,0.169453735,0.151293823,0.199020208,0.222413641,2.19,1
-122.28,37.79,0.568627451,0.451454724,0.483277592,0.764398998,0.5223515,0.225781871,2.75,1
-122.28,37.8,0.908496732,0.035923141,0.053511706,0.099053979,0.055317412,0.07835277,1.437666667,1
-122.28,37.81,0.666666667,0.118679852,0.148272018,0.122026294,0.149571341,0.117719653,1.27175,1
-122.28,37.82,1,0.135534488,0.159643255,0.153422371,0.153092468,0.089707571,0.8474,1
-122.28,37.83,1,0.251443827,0.334169454,0.262312187,0.356399265,0.171735577,1.154,1
-122.28,37.84,0.975490196,0.187207148,0.219063545,0.184526294,0.220300061,0.144094001,1.196,1
-122.28,37.85,0.927170868,0.147776273,0.165074056,0.144198664,0.174262969,0.196938144,1.228142857,1
-122.28,37.86,0.960784314,0.229860365,0.26469183,0.209873599,0.274341702,0.241917825,1.668714286,1
-122.28,37.87,0.950980392,0.189749737,0.228818283,0.164092933,0.242600531,0.253051654,1.967333333,1
-122.28,37.88,1,0.173586139,0.170011148,0.139329438,0.182588283,0.363570103,2.474,1
-122.28,37.89,1,0.223874905,0.191053512,0.158284641,0.202388242,0.494826177,2.95025,1
-122.28,37.9,0.985294118,0.248746867,0.196906355,0.167779633,0.2134109,0.567604802,3.32725,1
-122.28,37.91,0.810457516,0.275580255,0.208472687,0.175848637,0.224331496,0.669773537,3.380333333,1
-122.28,37.96,0.666666667,0.17184265,0.134336678,0.152128548,0.160440906,0.552179963,2.01,1
-122.28,37.99,0.529411765,0.413969707,0.345596433,0.344115192,0.348438457,0.427941956,1.933,1
-122.28,38,0.490196078,0.254222513,0.22909699,0.203464107,0.254133497,0.325470448,1.789,1
-122.28,38.22,0.803921569,0.01133268,0.008918618,0.00730384,0.014084507,0.775223076,2.75,1
-122.28,38.29,0.392156863,0.10488177,0.138238573,0.129486644,0.147581139,0.178035825,2.326,1
-122.28,38.3,0.431372549,0.05709927,0.08361204,0.050083472,0.078383344,0.167141532,1.425,1
-122.28,38.31,1,0.006102212,0.008918618,0.008973289,0.012247397,0.139157611,1.667,1
-122.28,38.32,0.215686275,0.502015909,0.559085842,0.477462437,0.586650337,0.326265571,1.945,1
-122.28,38.34,0.843137255,0.115942029,0.104793757,0.085767947,0.105327618,0.346651648,3.04,1
-122.27,37.54,0.215686275,0.296865352,0.239502044,0.252643294,0.255358236,0.765968725,4.528336667,1
-122.27,37.55,0.284313725,0.367385856,0.30490524,0.275563439,0.319350888,0.765841726,4.1075,1
-122.27,37.56,0.196078431,0.442846246,0.563545151,0.349853923,0.575933864,0.532136231,3.0715,1
-122.27,37.73,0.588235294,0.630162362,0.767558528,0.619365609,0.802204532,0.305791148,2.31,1
-122.27,37.74,0.529411765,0.752642476,0.865105909,0.61957429,0.907532149,0.35201873,3.539,1
-122.27,37.77,0.88627451,0.299662199,0.341694537,0.272954925,0.356766687,0.397755986,2.6896,1
-122.27,37.78,0.774509804,0.158303367,0.185897436,0.157032554,0.198101653,0.377029221,2.322,1
-122.27,37.79,0.509803922,0.11474338,0.192307692,0.148789649,0.183710961,0.235831346,1.875,1
-122.27,37.8,0.553921569,0.083224365,0.157051282,0.137103506,0.144672382,0.114782114,2.4480025,1
-122.27,37.81,0.647058824,0.071156151,0.157748049,0.09015025,0.155133701,0.051683011,1.312666667,1
-122.27,37.82,0.764705882,0.173549817,0.268766258,0.213724263,0.261073689,0.097457814,1.195666667,1
-122.27,37.83,0.946078431,0.199547782,0.229375697,0.185152337,0.228873239,0.129456003,1.04075,1
-122.27,37.84,0.984313725,0.212771058,0.224303233,0.190525876,0.223515003,0.185667904,1.239,1
-122.27,37.85,0.933333333,0.181758745,0.201059086,0.162625209,0.202143295,0.166347513,1.5233,1
-122.27,37.86,0.988235294,0.17522066,0.208584169,0.160893155,0.215431721,0.228275466,2.112,1
-122.27,37.87,0.794117647,0.248147543,0.363015608,0.242487479,0.376760563,0.197300998,2.2675,1
-122.27,37.88,0.909803922,0.277149395,0.360423634,0.224916528,0.369871402,0.28817475,2.789,1
-122.27,37.89,1,0.278159166,0.190635452,0.184752365,0.201265564,0.736203139,3.790666667,1
-122.27,37.9,0.950980392,0.206085867,0.146181717,0.133138564,0.154929577,0.681768487,3.81525,1
-122.27,37.91,0.901960784,0.210090444,0.174470457,0.14336394,0.180036742,0.64791501,3.155,1
-122.27,37.98,0.431372549,0.376266754,0.265886288,0.285893155,0.289038579,0.610588391,2.186,1
-122.27,37.99,0.294117647,0.536013948,0.409698997,0.481427379,0.442743417,0.595238095,2.432,1
-122.27,38,0.245098039,0.152773237,0.112597547,0.159745409,0.124617269,0.607363725,2.445,1
-122.27,38.04,0.901960784,0.183393266,0.224637681,0.173205342,0.226576852,0.199929322,1.345,1
-122.27,38.12,0.833333333,0.52767789,0.603121516,0.544970785,0.580220453,0.244688135,1.159,1
-122.27,38.28,0.705882353,0.127274709,0.167781494,0.158806344,0.183710961,0.238746797,1.362,1
-122.27,38.29,0.529411765,0.2894192,0.30574136,0.287562604,0.326086957,0.283991519,1.5285,1
-122.27,38.31,0.843137255,0.329955323,0.327201784,0.285475793,0.355174525,0.265648467,1.552,1
-122.27,38.32,0.588235294,0.137844612,0.176700111,0.112687813,0.180649112,0.165065377,2.068,1
-122.26,37.53,0.058823529,0.570011986,0.617056856,0.351627713,0.554194734,0.629560915,3.118,1
-122.26,37.54,0.171568627,0.230058843,0.20206243,0.184213272,0.204225352,0.7365326,4.0527525,1
-122.26,37.55,0.31372549,0.321074425,0.344202899,0.272746244,0.370789957,0.533500088,4.719005,1
-122.26,37.56,0.431372549,0.793396535,0.746934225,0.708263773,0.793631353,0.570765969,3.91,1
-122.26,37.57,0.431372549,0.870981802,0.697881828,0.726001669,0.732394366,0.67308287,4.04,1
-122.26,37.77,1,0.183102684,0.196488294,0.149902615,0.202694427,0.334975116,2.960666667,1
-122.26,37.78,1,0.109567397,0.125975474,0.105801336,0.128597673,0.290733501,1.9605,1
-122.26,37.8,0.37254902,0.2583633,0.433110368,0.345158598,0.412737293,0.131747504,1.15,1
-122.26,37.81,0.549019608,0.036286368,0.058528428,0.041110184,0.054500919,0.166346409,1.25,1
-122.26,37.82,0.617647059,0.341260761,0.539715719,0.329351002,0.54531537,0.155004859,1.836,1
-122.26,37.83,0.991596639,0.166767851,0.224080268,0.16360601,0.228588925,0.215642472,1.688571429,1
-122.26,37.84,0.941176471,0.155671788,0.190078038,0.143781302,0.19167177,0.20396899,1.7686,1
-122.26,37.85,0.993464052,0.282681341,0.308900037,0.239948525,0.329761176,0.25496952,2.242666667,1
-122.26,37.86,1,0.36878428,0.403939056,0.291597106,0.409267197,0.284716701,2.628666667,1
-122.26,37.87,1,0.210090444,0.380434783,0.526711185,0.396509492,0.087645773,2.0835,1
-122.26,37.88,1,0.237811921,0.280156076,0.230843072,0.289283527,0.40835542,3.532,1
-122.26,37.89,1,0.369401765,0.284559643,0.229549249,0.294549908,0.666136585,3.5655,1
-122.26,37.9,0.852941176,0.225727362,0.170011148,0.166736227,0.197795468,0.812803693,3.643,1
-122.26,37.98,0.529411765,0.221858995,0.182274247,0.196577629,0.212492345,0.509972171,1.98,1
-122.26,38,0.14379085,0.336892957,0.259568933,0.322203673,0.276587059,0.521689195,2.299333333,1
-122.26,38.02,0.078431373,0.41887327,0.437012263,0.427378965,0.437232088,0.502186589,1.848,1
-122.26,38.03,0.62745098,0.210635284,0.178093645,0.174248748,0.195039804,0.407616618,1.7695,1
-122.26,38.04,0.784313725,0.273509862,0.299331104,0.244991653,0.292712799,0.242302765,1.23,1
-122.26,38.1,0.509803922,0.246594748,0.403846154,0.259077629,0.420085732,0.081963954,1.1395,1
-122.26,38.11,1,0.178707639,0.223337049,0.166805787,0.204939784,0.179598463,1.006333333,1
-122.26,38.12,0.529411765,0.337801024,0.408026756,0.337646077,0.390079608,0.287414966,1.037,1
-122.26,38.13,0.529411765,0.334531982,0.439241918,0.285893155,0.43049602,0.125552169,0.912,1
-122.26,38.14,0.647058824,0.104718318,0.087513935,0.080759599,0.106552358,0.388252054,1.347,1
-122.26,38.15,0.392156863,0.41495042,0.38851728,0.543405676,0.421004287,0.417274052,1.228,1
-122.26,38.16,0.431372549,0.309251389,0.272575251,0.329924875,0.28413962,0.390250906,1.304,1
-122.26,38.28,0.450980392,0.308270677,0.2787068,0.304048414,0.306797306,0.441746179,1.583,1
-122.26,38.29,0.176470588,0.105372126,0.088071349,0.099540902,0.109001837,0.671437406,2.181,1
-122.26,38.31,0.62745098,0.492099815,0.391304348,0.36957429,0.408450704,0.523953088,2.811,1
-122.26,38.33,0.647058824,0.222948676,0.175027871,0.16172788,0.162278016,0.586966605,3.392,1
-122.25,37.52,0.254901961,0.160183066,0.161092531,0.181761269,0.177587263,0.426219189,3.66,1
-122.25,37.53,0.294117647,0.482292688,0.369007804,0.348914858,0.38028169,0.793632388,4.225,1
-122.25,37.56,0.352941176,0.868911409,0.782608696,0.716193656,0.818126148,0.567596519,4.303,1
-122.25,37.74,0.470588235,0.208346954,0.202341137,0.186143573,0.23759951,0.436909179,2.062,1
-122.25,37.76,1,0.31317424,0.360089186,0.278589316,0.385793019,0.338711459,2.529,1
-122.25,37.77,0.970588235,0.227870401,0.26189149,0.21327212,0.274545826,0.316580528,2.217,1
-122.25,37.79,0.924836601,0.095891904,0.139539205,0.164440735,0.144111043,0.201166181,1.123,1
-122.25,37.8,0.781512605,0.257133517,0.393295111,0.297758168,0.401014784,0.181090896,1.895857143,1
-122.25,37.81,0.784313725,0.335058661,0.487086585,0.284501948,0.484282507,0.272552419,2.6615,1
-122.25,37.82,0.725490196,0.326751662,0.427090301,0.279799666,0.450949173,0.39861516,2.6034,1
-122.25,37.83,0.916666667,0.257437071,0.330406912,0.204194491,0.34614207,0.299651029,2.33225,1
-122.25,37.84,1,0.333514947,0.34875511,0.263425153,0.38150643,0.330219101,2.672333333,1
-122.25,37.85,1,0.138534743,0.134150873,0.105801336,0.135741988,0.442706953,3.177333333,1
-122.25,37.86,0.984313725,0.237027351,0.236677815,0.211101836,0.243110839,0.437821362,4.2116,1
-122.25,37.87,0.897058824,0.115669609,0.1803233,0.302326795,0.193508879,0.218219918,4.0150025,1
-122.25,37.89,0.764705882,0.253605027,0.205499814,0.164092933,0.219024291,0.696170893,3.542,1
-122.25,38,0.294117647,0.324288983,0.227982163,0.318447412,0.243723209,0.662680007,2.377,1
-122.25,38.02,0.294117647,0.196251498,0.147714604,0.196368948,0.161665646,0.574277763,2.051,1
-122.25,38.03,0.274509804,0.363517489,0.295429208,0.381677796,0.317207593,0.566459051,1.976,1
-122.25,38.05,0.568627451,0.136536995,0.164437012,0.161519199,0.186772811,0.129958477,1.477,1
-122.25,38.09,0.921568627,0.090552468,0.10367893,0.135016694,0.099816289,0.192353565,0.879,1
-122.25,38.1,1,0.161436199,0.192168339,0.151659015,0.186925903,0.212466318,1.161,1
-122.25,38.11,0.970588235,0.283698376,0.335841695,0.275459098,0.328842621,0.210437097,1.005,1
-122.25,38.12,0.901960784,0.145690313,0.164994426,0.164649416,0.173913043,0.230431133,1.098,1
-122.25,38.15,0.450980392,0.317641931,0.301560758,0.390859766,0.323943662,0.353553759,1.236,1
-122.25,38.16,0.31372549,0.485670698,0.525083612,0.377086811,0.542559706,0.269193392,1.067,1
-122.25,38.17,0.647058824,0.084559224,0.075250836,0.083681135,0.082057563,0.41916247,1.213,1
-122.24,37.55,0.039215686,0.671461262,0.653846154,0.45763773,0.595835885,0.689261419,4.359,1
-122.24,37.73,0.392156863,0.765936581,0.69509476,0.610392321,0.755052051,0.444098419,2.284,1
-122.24,37.75,0.509803922,0.441211725,0.418617614,0.311769616,0.486834048,0.482728156,2.866,1
-122.24,37.76,0.988235294,0.261109295,0.280824972,0.214440735,0.286221678,0.331590688,2.4214,1
-122.24,37.77,0.941176471,0.13849842,0.167038276,0.134668893,0.174729537,0.263984598,2.032666667,1
-122.24,37.79,0.796078431,0.147390215,0.20780379,0.24115192,0.200367422,0.215032247,1.1086,1
-122.24,37.8,0.977591036,0.182661623,0.231724797,0.214673265,0.236462252,0.210863845,1.546428571,1
-122.24,37.81,1,0.230946933,0.231326644,0.176836394,0.248622168,0.443616927,2.8438,1
-122.24,37.82,1,0.314154953,0.276291342,0.248539232,0.301285977,0.496432989,3.292333333,1
-122.24,37.83,0.928104575,0.246122553,0.178000743,0.158597663,0.186364564,0.679922402,4.318333333,1
-122.24,37.84,1,0.384330391,0.31884058,0.24457429,0.338640539,0.516542981,3.895,1
-122.24,37.85,0.926470588,0.221504849,0.149804905,0.148215776,0.165186773,0.741380643,3.9455025,1
-122.24,37.86,1,0.181540809,0.124303233,0.106844741,0.129822413,0.811931266,5.00001,1
-122.24,38.01,0.245098039,0.317696415,0.244147157,0.322725376,0.262706675,0.596154696,2.525,1
-122.24,38.07,0.235294118,0.593767026,0.664437012,0.616026711,0.660747091,0.233004241,1.625,1
-122.24,38.1,0.941176471,0.201481966,0.197324415,0.176126878,0.186772811,0.269822864,1.035,1
-122.24,38.11,0.934640523,0.21423123,0.219992568,0.203324986,0.228822209,0.318421091,1.182333333,1
-122.24,38.12,0.774509804,0.249972758,0.209308807,0.188960768,0.233312921,0.403182702,1.5965,1
-122.24,38.13,0.705882353,0.350986161,0.313266444,0.275459098,0.328842621,0.396887976,1.269,1
-122.24,38.15,0.176470588,0.742617413,0.661092531,0.86769616,0.693815064,0.436544748,1.441,1
-122.24,38.25,0.62745098,0.022992263,0.018952062,0.017946578,0.018983466,0.487763937,1.875,1
-122.24,38.31,0.725490196,0.210962188,0.166666667,0.170701169,0.173300674,0.619423094,2.808,1
-122.23,37.75,0.960784314,0.167810831,0.159977703,0.135434057,0.162890386,0.382465324,2.4,1
-122.23,37.76,1,0.224746649,0.183667781,0.164510295,0.199326393,0.501063845,2.978,1
-122.23,37.77,1,0.083741964,0.106187291,0.105488314,0.103796693,0.270098949,1.308,1
-122.23,37.78,0.933333333,0.13228724,0.212486065,0.28009182,0.217146356,0.180850782,1.0042,1
-122.23,37.79,0.798319328,0.204579772,0.234591495,0.307983544,0.243023358,0.170255765,1.175714286,1
-122.23,37.8,0.990196078,0.155896989,0.198810851,0.172474958,0.201775873,0.202966251,1.5105,1
-122.23,37.81,1,0.238131561,0.16350799,0.162493044,0.166768728,0.723650499,3.579,1
-122.23,37.82,1,0.253786641,0.161649944,0.16183222,0.166564605,0.879886695,4.830505,1
-122.23,37.83,1,0.3255966,0.210144928,0.196577629,0.219840784,0.814703154,5.00001,1
-122.23,37.84,0.931372549,0.30979623,0.236622074,0.214732888,0.261481935,0.560263716,3.376,1
-122.23,37.85,1,0.304892666,0.227982163,0.220367279,0.245560318,0.645319816,3.736,1
-122.23,37.88,0.784313725,0.095673968,0.070791527,0.06615192,0.075933864,0.864177489,4.526,1
-122.23,38.05,1,0.188950637,0.198439242,0.132095159,0.180649112,0.226588038,1.471,1
-122.23,38.06,1,0.146888962,0.147157191,0.101210351,0.156154317,0.289899726,1.711,1
-122.23,38.09,0.490196078,0.478914678,0.554626533,0.528797997,0.589712186,0.219498189,0.9,1
-122.23,38.1,0.892156863,0.296502125,0.32580825,0.30509182,0.340477648,0.221817298,0.928,1
-122.23,38.11,0.901960784,0.327449057,0.2909699,0.239357262,0.296387018,0.386529287,1.415,1
-122.23,38.12,0.941176471,0.29563038,0.241360089,0.208889816,0.261481935,0.412017404,1.458,1
-122.23,38.13,0.549019608,0.561403509,0.603121516,0.512103506,0.622780159,0.305515063,1.429,1
-122.23,38.14,0.68627451,0.153644982,0.143812709,0.164232053,0.162890386,0.199410284,0.904,1
-122.23,38.15,0.62745098,0.136319059,0.13154961,0.156093489,0.14329455,0.138715876,0.864,1
-122.23,38.33,0.588235294,0.374632233,0.31884058,0.31990818,0.327617881,0.556243926,3.259,1
-122.22,37.77,0.921568627,0.073226545,0.099777035,0.133416806,0.107368851,0.203893895,1.020666667,1
-122.22,37.78,0.917647059,0.217260543,0.29877369,0.368071786,0.294549908,0.16954678,1.1876,1
-122.22,37.79,0.849673203,0.263030765,0.306763285,0.341784919,0.314145744,0.266357084,1.349666667,1
-122.22,37.8,1,0.260942211,0.272017837,0.234557596,0.28781384,0.343673617,2.223666667,1
-122.22,37.81,1,0.268551814,0.223522854,0.185517529,0.235915493,0.610185308,3.09,1
-122.22,37.84,0.960784314,0.319603356,0.262541806,0.214106845,0.292100429,0.773047531,2.952,1
-122.22,37.85,0.529411765,0.575896262,0.583054627,0.42278798,0.584200857,0.54743131,3.373,1
-122.22,37.86,0.392156863,0.77334641,0.615384615,0.5,0.695652174,0.861549165,3.585,1
-122.22,37.88,0.37254902,0.010134031,0.00613155,0.00542571,0.007960808,0.214738493,4.75,1
-122.22,38.08,0.705882353,0.499945516,0.476588629,0.608305509,0.508266993,0.324244633,0.948,1
-122.22,38.09,0.901960784,0.235262068,0.244147157,0.200542571,0.219228414,0.195854316,0.887,1
-122.22,38.1,0.794117647,0.23812248,0.232023411,0.220732471,0.249693815,0.291150389,1.069,1
-122.22,38.11,0.823529412,0.211071156,0.195652174,0.200959933,0.23882425,0.296503666,1.127,1
-122.21,37.48,0.607843137,0.122044241,0.164437012,0.228575403,0.186772811,0.268420355,2.342666667,1
-122.21,37.49,0.450980392,0.275253351,0.526755853,0.507512521,0.52602572,0.195986836,2.25,1
-122.21,37.52,0.333333333,0.322545494,0.525641026,0.340984975,0.519902021,0.247371676,0.875,1
-122.21,37.76,1,0.154516727,0.173913043,0.225375626,0.182486222,0.138561269,0.806,1
-122.21,37.77,0.926470588,0.097499183,0.142279822,0.147381052,0.139161053,0.258376403,0.92025,1
-122.21,37.78,0.913165266,0.155170535,0.189839146,0.214971381,0.206018721,0.212211137,1.279,1
-122.21,37.79,0.815686275,0.185659802,0.221404682,0.234724541,0.226944274,0.257891598,1.3724,1
-122.21,37.8,0.849673203,0.253096509,0.283259012,0.239983306,0.295468463,0.307418205,1.956833333,1
-122.21,37.81,1,0.151138716,0.117056856,0.105383973,0.135946111,0.523489266,2.964,1
-122.21,37.82,1,0.258581236,0.184503902,0.168614357,0.213104715,0.723893453,3.314,1
-122.21,37.83,0.705882353,0.547673532,0.406354515,0.337333055,0.433557869,0.742788674,3.724,1
-122.21,37.84,0.745098039,0.351857906,0.301839465,0.259599332,0.333435395,0.66671084,3.091,1
-122.21,38.02,0.274509804,0.234063419,0.18115942,0.227253756,0.197183099,0.609870572,1.985,1
-122.21,38.06,1,0.297809742,0.310479376,0.223497496,0.296999388,0.344056454,1.557,1
-122.21,38.09,0.705882353,0.475754604,0.433110368,0.433639399,0.452541335,0.371808464,1.27,1
-122.21,38.1,0.68627451,0.328647706,0.309364548,0.300500835,0.339252909,0.364762788,1.299,1
-122.21,38.11,0.62745098,0.266100033,0.2787068,0.273372287,0.292712799,0.291169715,1.278,1
-122.21,38.28,0.666666667,0.13849842,0.115942029,0.114774624,0.109614207,0.440211149,2.693,1
-122.2,37.47,0.751633987,0.158984418,0.178558157,0.23351419,0.194733619,0.321483788,2.772666667,1
-122.2,37.48,0.653594771,0.092150667,0.106465998,0.155676127,0.109614207,0.334717437,2.557,1
-122.2,37.75,0.68627451,0.065816716,0.072463768,0.109766277,0.080220453,0.11937892,0.7,1
-122.2,37.76,0.803921569,0.206603465,0.276198439,0.285997496,0.288426209,0.119262965,0.8515,1
-122.2,37.77,0.823529412,0.243271222,0.279264214,0.315630217,0.281230863,0.211055526,1.0515,1
-122.2,37.78,0.892156863,0.209136973,0.218645485,0.222923623,0.229026332,0.325401427,1.4315,1
-122.2,37.79,0.77124183,0.163706367,0.209401709,0.211672231,0.217799551,0.264575419,1.362833333,1
-122.2,37.8,0.87254902,0.236869347,0.215022297,0.19115192,0.222596448,0.46093681,2.3325,1
-122.2,37.81,0.862745098,0.32276343,0.241917503,0.221619366,0.259644825,0.694098419,3.235,1
-122.2,37.82,0.725490196,0.272147761,0.198160535,0.174770451,0.205756277,0.68181266,3.6475,1
-122.2,37.83,0.490196078,0.172932331,0.123188406,0.11206177,0.127985303,0.87254837,3.512,1
-122.2,37.84,0.617647059,0.276343031,0.223522854,0.198873122,0.23943662,0.693248078,3.154,1
-122.2,37.88,0.68627451,0.115833061,0.088071349,0.082011686,0.09369259,0.803262214,3.781,1
-122.2,37.89,0.705882353,0.422687153,0.311036789,0.273372287,0.315370484,0.753114233,3.675,1
-122.2,37.96,0.156862745,0.686934728,0.535117057,0.537562604,0.556644213,0.692883647,3.107,1
-122.2,38.04,0.588235294,0.329846355,0.277591973,0.256886477,0.296999388,0.563466296,1.97,1
